drift_point,pre_ari_mean,immediate_post_ari_mean,ari_change,pre_nmi_mean,immediate_post_nmi_mean,nmi_change,mean_adaptation_delay_points,mean_recovery_time_points
3000,0.9838216868010583,0.8846429103793495,-0.0991787764217088,0.978544033077491,0.8736058642582476,-0.10493816881924345,260.7,1900.0
6000,0.8731393472833417,0.6982854018269786,-0.17485394545636312,0.8710360378603701,0.7031162975513597,-0.16791974030901036,134.7,1500.0
